rating,quality,adjusted_rating,distance_from_center,adults,free_cancellation,review,Number of Beds
7.5,2.0,0.0014231093991632117,4.9,5.0,0.0,4.0,8.0
6.1,1.0,0.28878684667419335,2.1,1.0,0.0,998.0,1.0
7.8,2.0,0.6475147766192614,1.9,2.0,0.0,1750.0,1.0
8.6,4.0,1.3381023310531959,3.5,3.0,0.0,3280.0,2.0
6.2,1.0,0.004117529861578893,1.3,5.0,0.0,14.0,3.0
9.2,5.0,0.009164824530611083,4.0,5.0,0.0,21.0,3.0
8.0,3.0,0.000758991679553713,8.3,5.0,0.0,2.0,6.0
9.1,5.0,1.4655417777482613,6.2,2.0,0.0,3395.0,1.0
6.2,1.0,0.04117529861578893,5.6,2.0,0.0,140.0,2.0
8.4,3.0,0.2247374363158544,5.0,5.0,0.0,564.0,4.0
8.8,4.0,1.9745168543589844,1.4,3.0,0.0,4730.0,2.0
7.0,2.0,1.2751060216502377,3.3,4.0,0.0,3840.0,2.0
8.3,3.0,2.0221815318349576,350.0,4.0,0.0,5136.0,1.0
8.7,4.0,0.9013405690540117,0.9,2.0,0.0,2184.0,1.0
2.1,1.0,0.0025900591064770455,8.8,5.0,0.0,26.0,6.0
7.3,2.0,1.6192518239518798,1.5,5.0,0.0,4676.0,2.0
8.5,3.0,2.925319962429912,0.8,2.0,0.0,7255.0,1.0
7.7,2.0,0.8269593844577479,0.6,1.0,0.0,2264.0,1.0
8.9,4.0,2.811779550866674,1.1,3.0,0.0,6660.0,3.0
5.6,1.0,0.011422824777283378,3.9,4.0,0.0,43.0,2.0
7.9,2.0,0.003747521417796458,56.5,5.0,0.0,10.0,4.0
6.8,1.0,0.02709600296006755,6.0,5.0,0.0,84.0,5.0
5.1,1.0,0.002177357380719714,4.1,5.0,0.0,9.0,3.0
8.1,3.0,2.201692551445405,2.1,2.0,0.0,5730.0,1.0
8.7,4.0,3.498059827519141,500.0,5.0,0.0,8476.0,2.0
7.8,2.0,1.985095300892764,11.0,3.0,0.0,5365.0,3.0
3.2,1.0,0.0009107900154644556,5.2,3.0,0.0,6.0,2.0
8.3,3.0,0.4874339440053889,3.1,3.0,0.0,1238.0,3.0
7.8,2.0,1.985095300892764,11.0,4.0,0.0,5365.0,3.0
9.6,6.0,0.03552081060311377,0.6,2.0,0.0,78.0,2.0
7.5,2.0,1.51988083830631,5.3,2.0,1.0,4272.0,1.0
7.0,2.0,0.001660294299023747,4.5,5.0,0.0,5.0,4.0
8.2,3.0,0.4095993472671556,3.3,5.0,0.0,1053.0,6.0
8.3,3.0,2.130456438621292,13.5,2.0,0.0,5411.0,1.0
7.5,2.0,0.08752122804853751,5.6,5.0,1.0,246.0,5.0
8.1,3.0,2.10486418792634,2.6,3.0,1.0,5478.0,2.0
9.1,5.0,0.15108678121116098,1.1,3.0,0.0,350.0,2.0
8.4,3.0,2.419912146713092,1.5,2.0,1.0,6073.0,1.0
6.3,1.0,0.7202356669165015,1.5,4.0,0.0,2410.0,3.0
8.6,4.0,1.1602326309497832,0.6,2.0,0.0,2844.0,1.0
8.6,4.0,0.5417682608654403,2.4,4.0,0.0,1328.0,2.0
8.0,3.0,0.6990313368689697,0.8,3.0,0.0,1842.0,1.0
6.9,1.0,0.7623170118497578,5.8,4.0,0.0,2329.0,2.0
6.3,1.0,0.7202356669165015,1.5,5.0,0.0,2410.0,3.0
8.2,3.0,1.0560894851190195,5.4,4.0,0.0,2715.0,1.0
7.4,2.0,0.7870174473212338,2.7,3.0,0.0,2242.0,2.0
7.1,2.0,0.049846778554690094,6.6,3.0,0.0,148.0,2.0
6.5,1.0,0.5392873068128992,1.5,5.0,0.0,1749.0,4.0
8.9,4.0,0.006332836826276293,2.8,3.0,0.0,15.0,2.0
8.3,3.0,3.690402550212044,4.1,2.0,1.0,9373.0,1.0
6.9,1.0,0.08313805109911483,4.7,5.0,0.0,254.0,3.0
9.3,5.0,4.134147035663122,300.0,5.0,0.0,9371.0,1.0
8.9,4.0,0.34957259281045133,2.8,5.0,0.0,828.0,3.0
7.9,2.0,1.2861493505877444,1.9,3.0,0.0,3432.0,2.0
7.0,2.0,0.03984706317656993,0.9,5.0,0.0,120.0,9.0
7.8,2.0,1.985095300892764,11.0,3.0,0.0,5365.0,3.0
8.1,3.0,2.8472149749058375,1.1,2.0,0.0,7410.0,1.0
8.6,4.0,2.0422378869671642,10.8,2.0,0.0,5006.0,1.0
8.0,3.0,0.0003794958397768565,2.7,4.0,0.0,1.0,2.0
8.1,3.0,0.3116182651347685,6.9,4.0,0.0,811.0,2.0
10.0,6.0,0.0009487395994421412,56.0,5.0,0.0,2.0,11.0
8.8,4.0,3.4961054239442904,1.5,1.0,1.0,8375.0,1.0
8.6,4.0,3.397474455186285,0.9,2.0,0.0,8328.0,2.0
7.4,2.0,0.38789218523191943,10.5,5.0,0.0,1105.0,3.0
8.1,3.0,0.8318785992808554,3.9,3.0,1.0,2165.0,2.0
8.1,3.0,1.1531028528599756,3.7,2.0,0.0,3001.0,1.0
6.0,1.0,0.00028462187983264233,4.1,5.0,0.0,1.0,3.0
8.2,3.0,1.0747606804360408,3.9,3.0,0.0,2763.0,2.0
7.9,2.0,2.3380786125632103,4.1,2.0,0.0,6239.0,1.0
8.5,3.0,1.6600333956339004,1.2,2.0,0.0,4117.0,1.0
7.5,2.0,1.9934204908778688,2.8,2.0,0.0,5603.0,1.0
3.7,1.0,0.9358557156817169,10.4,4.0,1.0,5332.0,1.0
7.9,2.0,0.003747521417796458,56.5,4.0,0.0,10.0,4.0
8.2,3.0,0.3166323539178202,4.7,2.0,0.0,814.0,1.0
8.6,4.0,2.0422378869671642,10.8,3.0,0.0,5006.0,1.0
7.5,2.0,0.6578323197631946,3.5,3.0,0.0,1849.0,1.0
7.3,2.0,1.1479511968350047,4.7,4.0,0.0,3315.0,4.0
8.9,4.0,2.330061762947924,1.3,3.0,0.0,5519.0,1.0
7.2,2.0,1.2500592962249653,0.9,1.0,0.0,3660.0,1.0
9.2,5.0,0.47307951386582925,400.0,4.0,0.0,1084.0,3.0
8.3,3.0,9.892389210933278,1.0,2.0,0.0,25125.0,2.0
7.7,2.0,3.922578104987524,11.3,3.0,0.0,10739.0,1.0
7.7,2.0,0.6078005369866133,4.4,2.0,0.0,1664.0,2.0
7.3,2.0,1.6192518239518798,1.5,2.0,0.0,4676.0,1.0
8.2,3.0,0.07273986508922896,0.7,4.0,0.0,187.0,3.0
7.9,2.0,0.04646926558067608,4.5,5.0,0.0,124.0,3.0
2.2,1.0,0.0074096562716431235,2.7,5.0,0.0,71.0,6.0
8.4,3.0,1.7967040786315382,1.4,2.0,0.0,4509.0,1.0
8.9,4.0,0.8912412360179502,5.1,2.0,0.0,2111.0,1.0
8.2,3.0,0.07273986508922896,0.7,5.0,0.0,187.0,3.0
7.3,2.0,0.015236757967040786,7.2,3.0,0.0,44.0,2.0
7.0,2.0,1.2751060216502377,3.3,4.0,0.0,3840.0,2.0
8.6,4.0,1.3381023310531959,3.5,3.0,0.0,3280.0,2.0
7.6,2.0,0.0688595201275106,8.6,3.0,0.0,191.0,4.0
8.2,3.0,4.807832794132994,1.7,3.0,1.0,12360.0,2.0
8.8,4.0,1.9745168543589844,1.4,2.0,0.0,4730.0,1.0
6.0,1.0,0.5020729960247811,4.1,4.0,0.0,1764.0,3.0
7.8,2.0,1.5662457425310476,4.0,2.0,1.0,4233.0,1.0
8.2,3.0,1.0560894851190195,5.4,4.0,0.0,2715.0,1.0
8.0,3.0,0.19771733252374224,2.3,2.0,0.0,521.0,1.0
8.2,3.0,0.09180004364202157,10.1,5.0,0.0,236.0,5.0
7.3,2.0,0.05679155242260657,5.3,4.0,0.0,164.0,3.0
2.2,1.0,0.00678348813601131,4.7,5.0,0.0,65.0,6.0
8.4,3.0,2.419912146713092,1.5,2.0,1.0,6073.0,1.0
8.6,4.0,2.0422378869671642,10.8,3.0,0.0,5006.0,1.0
7.9,2.0,1.3918294545696046,5.5,3.0,1.0,3714.0,3.0
6.9,1.0,0.9384125689022136,2.7,4.0,0.0,2867.0,3.0
6.9,1.0,0.9495412844036698,1.3,2.0,0.0,2901.0,3.0
4.7,1.0,0.03767919319184464,2.7,5.0,0.0,169.0,5.0
9.2,5.0,0.47307951386582925,400.0,5.0,0.0,1084.0,2.0
6.2,1.0,0.004999857689060085,9.9,2.0,0.0,17.0,1.0
7.9,2.0,2.8406212346897153,3.6,3.0,0.0,7580.0,3.0
5.4,1.0,0.4088308681916075,2.7,5.0,0.0,1596.0,4.0
8.3,3.0,0.0027560885363794203,1.9,5.0,0.0,7.0,5.0
8.5,3.0,0.7878808003567261,1.3,2.0,0.0,1954.0,1.0
8.5,3.0,0.01935428782861968,0.5,5.0,0.0,48.0,3.0
8.5,3.0,1.0205354686299253,1.9,2.0,0.0,2531.0,1.0
8.3,3.0,0.005118450138990352,2.6,2.0,0.0,13.0,2.0
6.0,1.0,0.00028462187983264233,4.1,4.0,0.0,1.0,3.0
8.0,3.0,0.0018974791988842824,5.0,5.0,0.0,5.0,3.0
8.0,3.0,1.9999430756240337,350.0,2.0,0.0,5270.0,1.0
8.2,3.0,3.0177319431135734,3.4,3.0,0.0,7758.0,2.0
8.2,3.0,1.6317846740605106,1.5,2.0,0.0,4195.0,1.0
8.0,3.0,0.8868817775585136,2.6,4.0,0.0,2337.0,2.0
7.1,2.0,2.5095158581824046,3.2,4.0,0.0,7451.0,1.0
8.2,3.0,0.059125451837234236,10.8,2.0,1.0,152.0,1.0
8.4,3.0,2.0680625788639797,1.1,3.0,1.0,5190.0,2.0
8.1,3.0,5.923052474787245,3.0,2.0,0.0,15415.0,1.0
7.7,2.0,1.1363386241378328,1.2,3.0,0.0,3111.0,1.0
4.9,1.0,0.055088564841607936,4.8,4.0,0.0,237.0,3.0
8.4,3.0,0.4319421648340181,0.6,3.0,0.0,1084.0,1.0
5.7,1.0,5.6508970332912725,7.2,1.0,1.0,20899.0,1.0
4.5,1.0,0.00853865639497927,3.8,4.0,0.0,40.0,2.0
8.7,4.0,4.004857546749143,1.8,4.0,0.0,9704.0,3.0
8.7,4.0,0.9013405690540117,0.9,2.0,1.0,2184.0,1.0
8.6,4.0,0.5417682608654403,2.4,4.0,0.0,1328.0,2.0
7.8,2.0,5.525706099446886,3.8,3.0,1.0,14934.0,2.0
9.9,6.0,0.0042266349155147395,0.7,3.0,0.0,9.0,2.0
6.7,1.0,0.5342684743318502,3.2,2.0,0.0,1681.0,2.0
7.0,2.0,0.002988529738242745,10.4,4.0,0.0,9.0,6.0
6.4,1.0,0.025805717104826244,6.5,3.0,0.0,85.0,2.0
7.8,2.0,0.7925580865819759,3.8,5.0,0.0,2142.0,4.0
6.0,1.0,0.0008538656394979269,8.8,4.0,0.0,3.0,2.0
8.1,3.0,1.2195762928948892,2.0,1.0,0.0,3174.0,1.0
6.2,1.0,0.026469834824435743,6.3,4.0,0.0,90.0,3.0
5.0,1.0,0.5903532157528724,2.4,4.0,1.0,2489.0,3.0
5.8,1.0,1.241681925561891,2.5,3.0,0.0,4513.0,2.0
9.6,6.0,0.03552081060311377,0.6,2.0,0.0,78.0,2.0
8.9,4.0,2.811779550866674,1.1,2.0,0.0,6660.0,1.0
7.2,2.0,3.6200487652154116,2.6,1.0,0.0,10599.0,1.0
7.1,2.0,0.6682162746790888,13.6,4.0,0.0,1984.0,2.0
8.1,3.0,0.00537935352883694,4.9,3.0,0.0,14.0,2.0
6.1,1.0,0.43144407654431094,3.3,2.0,0.0,1491.0,1.0
8.0,3.0,0.6990313368689697,0.8,5.0,0.0,1842.0,2.0
6.3,1.0,0.7202356669165015,1.5,5.0,0.0,2410.0,3.0
9.1,5.0,0.006043471248446439,7.3,4.0,0.0,14.0,2.0
6.9,1.0,0.7623170118497578,5.8,3.0,0.0,2329.0,2.0
6.3,1.0,0.00268967676441847,3.9,4.0,0.0,9.0,2.0
9.3,5.0,0.3546957866474389,4.2,2.0,0.0,804.0,1.0
8.0,3.0,0.6990313368689697,0.8,4.0,0.0,1842.0,4.0
8.0,3.0,0.044021517414115356,3.9,4.0,0.0,116.0,2.0
7.9,2.0,4.249314535639404,4.9,3.0,0.0,11339.0,1.0
9.0,5.0,0.012381051772719942,8.7,3.0,0.0,29.0,2.0
8.1,3.0,0.669345274802425,4.4,2.0,1.0,1742.0,2.0
7.6,2.0,2.7760120679677054,3.2,3.0,0.0,7700.0,2.0
8.0,3.0,1.4838287335275089,4.3,2.0,0.0,3910.0,1.0
7.6,2.0,0.5216739561492557,3.3,5.0,0.0,1447.0,4.0
8.0,3.0,0.6409684733831106,4.9,3.0,0.0,1689.0,2.0
9.2,5.0,0.20948170355682477,5.0,3.0,0.0,480.0,2.0
7.4,2.0,1.385880857281102,4.4,3.0,0.0,3948.0,1.0
9.0,5.0,2.4723679591662475,3.3,2.0,0.0,5791.0,1.0
6.1,1.0,1.1181085927345522,2.0,3.0,0.0,3864.0,2.0
8.2,3.0,0.12019581985332485,5.8,2.0,0.0,309.0,1.0
8.9,4.0,0.49353908332779906,2.6,1.0,0.0,1169.0,1.0
7.7,2.0,3.922578104987524,11.3,1.0,0.0,10739.0,1.0
6.5,1.0,0.0012333614792747836,1.8,4.0,0.0,4.0,2.0
8.6,4.0,2.0422378869671642,10.8,3.0,0.0,5006.0,1.0
8.2,3.0,1.8667305484663623,2.5,2.0,0.0,4799.0,1.0
7.2,2.0,0.011271026441372638,10.5,3.0,0.0,33.0,6.0
6.8,1.0,0.8086866597724923,4.5,5.0,0.0,2507.0,1.0
8.0,3.0,2.2469948673187674,4.6,2.0,0.0,5921.0,4.0
7.8,2.0,1.985095300892764,11.0,3.0,0.0,5365.0,3.0
7.8,2.0,0.9183609574680038,3.3,3.0,0.0,2482.0,2.0
8.3,3.0,2.2887346659962247,2.8,2.0,0.0,5813.0,1.0
8.0,3.0,5.861692741193325,2.1,4.0,1.0,15446.0,1.0
7.4,2.0,0.4760016318321111,4.6,4.0,0.0,1356.0,2.0
8.0,3.0,0.6990313368689697,0.8,3.0,0.0,1842.0,1.0
5.7,1.0,5.6508970332912725,7.2,2.0,1.0,20899.0,1.0
8.3,3.0,0.03543542403916398,7.9,4.0,0.0,90.0,2.0
8.1,3.0,0.23899699249546977,5.3,3.0,0.0,622.0,2.0
5.0,1.0,0.5602307334705844,3.3,5.0,0.0,2362.0,3.0
10.0,6.0,0.0004743697997210706,6.3,5.0,0.0,1.0,3.0
7.4,2.0,2.2817187366583496,1.8,3.0,0.0,6500.0,3.0
4.5,1.0,0.00853865639497927,3.8,4.0,0.0,40.0,2.0
7.5,2.0,1.51988083830631,5.3,2.0,1.0,4272.0,1.0
8.1,3.0,2.208224623587564,4.0,2.0,1.0,5747.0,1.0
4.7,1.0,0.8889168239993169,3.6,2.0,0.0,3987.0,1.0
8.0,3.0,0.09335597658510669,1.7,2.0,0.0,246.0,1.0
8.4,3.0,0.37735168828211724,3.4,2.0,0.0,947.0,1.0
9.6,6.0,0.03552081060311377,0.6,3.0,0.0,78.0,2.0
8.9,4.0,0.9824340863163289,150.0,2.0,0.0,2327.0,1.0
7.5,2.0,0.0035577734979080292,4.5,4.0,0.0,10.0,2.0
7.3,2.0,0.63544206521636,0.9,4.0,0.0,1835.0,4.0
8.6,4.0,2.0422378869671642,10.8,4.0,0.0,5006.0,1.0
7.4,2.0,2.2817187366583496,1.8,3.0,0.0,6500.0,3.0
9.7,6.0,0.004141248351564946,4.5,5.0,0.0,9.0,3.0
7.6,2.0,1.6598389040160149,3.2,5.0,0.0,4604.0,3.0
5.6,1.0,0.011422824777283378,3.9,3.0,0.0,43.0,2.0
8.7,4.0,3.701109076591748,450.0,2.0,0.0,8968.0,1.0
8.2,3.0,0.806362247753859,2.7,3.0,0.0,2073.0,2.0
7.5,2.0,1.0331774237924918,6.6,3.0,0.0,2904.0,3.0
8.7,4.0,3.498059827519141,500.0,3.0,0.0,8476.0,1.0
6.9,1.0,0.9495412844036698,1.3,4.0,0.0,2901.0,3.0
7.1,2.0,0.049846778554690094,6.6,3.0,0.0,148.0,2.0
6.2,1.0,0.21028813221635062,5.1,4.0,0.0,715.0,2.0
9.0,5.0,0.6796770490403499,1.0,3.0,0.0,1592.0,1.0
7.9,2.0,0.04646926558067608,4.5,5.0,0.0,124.0,3.0
7.6,2.0,0.04326252573456164,3.2,5.0,0.0,120.0,4.0
8.1,3.0,2.10486418792634,2.6,3.0,1.0,5478.0,2.0
7.4,2.0,2.6492509700862406,2.2,3.0,0.0,7547.0,1.0
7.2,2.0,1.2606472301547396,8.1,3.0,0.0,3691.0,2.0
8.3,3.0,2.130456438621292,13.5,2.0,0.0,5411.0,1.0
7.9,2.0,0.5816153240420103,2.6,3.0,0.0,1552.0,2.0
8.5,3.0,0.01935428782861968,0.5,4.0,0.0,48.0,3.0
8.0,3.0,0.6994108327087465,3.2,2.0,0.0,1843.0,1.0
8.2,3.0,0.5367968653643634,5.6,5.0,0.0,1380.0,2.0
8.2,3.0,0.6192613113478743,150.0,5.0,0.0,1592.0,1.0
6.3,1.0,0.00268967676441847,3.9,4.0,0.0,9.0,2.0
8.3,3.0,1.3823752644611635,4.0,3.0,0.0,3511.0,2.0
6.3,1.0,0.4252677817519426,2.6,5.0,0.0,1423.0,6.0
6.9,1.0,0.7590438602316824,2.7,2.0,0.0,2319.0,1.0
8.3,3.0,1.346546113488231,4.9,3.0,0.0,3420.0,2.0
7.4,2.0,0.1811333643254936,150.0,4.0,0.0,516.0,3.0
7.2,2.0,1.4092198514273788,2.9,2.0,0.0,4126.0,1.0
6.4,1.0,0.0015179833591074262,4.5,5.0,0.0,5.0,3.0
6.8,1.0,0.3351517508989308,6.6,4.0,0.0,1039.0,2.0
7.7,2.0,0.4679041393508724,2.5,4.0,0.0,1281.0,2.0
8.0,3.0,1.0253977590770662,0.9,2.0,0.0,2702.0,2.0
7.9,2.0,1.1759722209045285,2.6,3.0,0.0,3138.0,3.0
7.2,2.0,0.27221236587193914,7.1,4.0,0.0,797.0,2.0
7.8,2.0,0.0022200506626946104,1.8,5.0,0.0,6.0,6.0
8.7,4.0,0.15187423507869793,4.8,2.0,0.0,368.0,1.0
7.8,2.0,0.004810109769171656,1.5,4.0,0.0,13.0,2.0
5.6,1.0,0.29141485536464806,5.2,3.0,0.0,1097.0,1.0
8.5,3.0,1.9237355672988437,3.9,2.0,0.0,4771.0,1.0
8.8,4.0,0.002087227118772711,400.0,4.0,0.0,5.0,4.0
8.4,3.0,1.2268910752065882,7.8,2.0,0.0,3079.0,1.0
5.6,1.0,0.02523647334516095,4.0,5.0,0.0,95.0,3.0
7.0,2.0,3.1057465157538213,2.3,3.0,0.0,9353.0,3.0
7.3,2.0,1.6192518239518798,1.5,4.0,0.0,4676.0,2.0
7.0,2.0,2.504055861787615,3.7,2.0,0.0,7541.0,1.0
7.3,2.0,0.05298236293084637,5.5,5.0,0.0,153.0,4.0
9.6,6.0,0.03552081060311377,0.6,1.0,0.0,78.0,2.0
7.0,2.0,0.02258000246672296,0.9,5.0,0.0,68.0,3.0
8.2,3.0,0.0038898323577127784,7.8,5.0,0.0,10.0,4.0
8.1,3.0,0.19596216426477425,4.2,5.0,0.0,510.0,3.0
9.3,5.0,0.002646983482443574,3.3,5.0,0.0,6.0,3.0
7.1,2.0,1.062275267307382,1.6,2.0,0.0,3154.0,2.0
8.1,3.0,0.789612250125708,4.9,3.0,0.0,2055.0,1.0
7.0,2.0,1.3132927905277838,3.4,3.0,0.0,3955.0,1.0
8.6,4.0,2.387370378452226,3.6,2.0,0.0,5852.0,1.0
3.7,1.0,0.9358557156817169,10.4,1.0,0.0,5332.0,1.0
8.7,4.0,4.004857546749143,1.8,3.0,0.0,9704.0,2.0
5.4,1.0,0.4001214386687286,3.7,4.0,0.0,1562.0,1.0
8.1,3.0,0.5298663225904386,2.9,1.0,0.0,1379.0,1.0
7.8,2.0,0.1761240192404391,2.8,2.0,0.0,476.0,1.0
6.9,1.0,0.00523704258892062,9.9,2.0,0.0,16.0,1.0
8.8,4.0,0.0016697816950181686,2.8,4.0,0.0,4.0,2.0
6.9,1.0,1.5131779930362514,5.0,3.0,0.0,4623.0,2.0
8.9,4.0,0.1262345474037741,9.7,2.0,0.0,299.0,1.0
8.3,3.0,0.021654981357266876,1.0,5.0,0.0,55.0,6.0
8.8,4.0,0.020037380340218024,1.5,4.0,0.0,48.0,4.0
8.2,3.0,1.0560894851190195,5.4,3.0,0.0,2715.0,1.0
8.3,3.0,0.30395719286927325,2.0,2.0,0.0,772.0,1.0
7.8,2.0,1.985095300892764,11.0,2.0,0.0,5365.0,1.0
7.7,2.0,1.1363386241378328,1.2,3.0,0.0,3111.0,1.0
7.4,2.0,2.2817187366583496,1.8,3.0,0.0,6500.0,3.0
8.0,3.0,0.1411724523969906,5.8,5.0,0.0,372.0,4.0
9.0,5.0,0.012381051772719942,8.7,4.0,0.0,29.0,2.0
8.0,3.0,3.2754285931140483,3.9,2.0,1.0,8631.0,1.0
8.2,3.0,4.807832794132994,1.7,3.0,1.0,12360.0,2.0
9.2,5.0,0.20948170355682477,5.0,3.0,0.0,480.0,2.0
1.0,1.0,4.743697997210706e-05,3.4,4.0,0.0,1.0,4.0
8.1,3.0,0.2927905277838392,350.0,2.0,0.0,762.0,1.0
