rating,quality,adjusted_rating,distance_from_center,adults,free_cancellation,review,Number of Beds
5.4,1.0,0.4001214386687286,3.7,5.0,0.0,1562.0,5.0
6.0,1.0,0.00028462187983264233,4.1,3.0,0.0,1.0,3.0
8.5,3.0,0.02177357380719714,11.1,5.0,0.0,54.0,12.0
7.8,2.0,0.5968236198210678,1.6,2.0,0.0,1613.0,1.0
7.6,2.0,0.5216739561492557,3.3,5.0,0.0,1447.0,4.0
8.3,3.0,0.24135461040008355,1.5,5.0,0.0,613.0,3.0
8.1,3.0,0.2413024297221142,5.2,4.0,0.0,628.0,3.0
7.7,2.0,1.1363386241378328,1.2,2.0,0.0,3111.0,1.0
7.3,2.0,0.7112795650977676,4.3,5.0,0.0,2054.0,4.0
7.3,2.0,1.1479511968350047,4.7,3.0,0.0,3315.0,4.0
8.2,3.0,0.5367968653643634,5.6,5.0,0.0,1380.0,2.0
8.2,3.0,0.806362247753859,2.7,4.0,0.0,2073.0,2.0
9.0,5.0,0.31891881635247576,7.2,2.0,0.0,747.0,1.0
7.4,2.0,7.435945845943665,2.6,2.0,0.0,21183.0,1.0
8.7,4.0,1.296708822329535,1.1,5.0,0.0,3142.0,2.0
8.6,4.0,5.256539187689155,2.4,2.0,0.0,12885.0,1.0
8.1,3.0,0.011911425670996083,5.5,5.0,0.0,31.0,3.0
6.5,1.0,1.0224566663187955,4.8,2.0,0.0,3316.0,2.0
8.2,3.0,0.053679686536436344,11.3,3.0,0.0,138.0,2.0
5.3,1.0,0.0007542479815565022,3.6,3.0,0.0,3.0,2.0
8.2,3.0,0.0073906814796542795,8.0,5.0,0.0,19.0,3.0
7.8,2.0,0.5968236198210678,1.6,3.0,0.0,1613.0,2.0
5.0,1.0,0.5602307334705844,3.3,3.0,0.0,2362.0,2.0
6.8,1.0,0.6719163591169132,2.9,2.0,0.0,2083.0,2.0
8.1,3.0,0.08222726108365037,11.7,3.0,0.0,214.0,3.0
8.1,3.0,0.12795176607876438,5.0,4.0,0.0,333.0,3.0
8.4,3.0,1.2268910752065882,7.8,2.0,0.0,3079.0,1.0
8.5,3.0,1.9237355672988437,3.9,2.0,0.0,4771.0,1.0
8.2,3.0,1.0560894851190195,5.4,4.0,0.0,2715.0,1.0
8.4,3.0,2.0680625788639797,1.1,2.0,1.0,5190.0,1.0
9.2,5.0,0.19726193751600998,1.7,2.0,0.0,452.0,1.0
7.3,2.0,0.05298236293084637,5.5,5.0,0.0,153.0,4.0
7.7,2.0,0.01862850203504644,2.4,4.0,0.0,51.0,2.0
8.7,4.0,0.7453393167177405,4.7,5.0,0.0,1806.0,4.0
7.3,2.0,0.179724486020322,150.0,3.0,0.0,519.0,1.0
8.0,3.0,0.6329990607477967,2.4,3.0,0.0,1668.0,2.0
8.0,3.0,0.6990313368689697,0.8,4.0,0.0,1842.0,4.0
7.9,2.0,2.8406212346897153,3.6,3.0,0.0,7580.0,3.0
7.0,2.0,0.4745121106609869,5.5,2.0,0.0,1429.0,1.0
7.7,2.0,2.396867261842642,2.2,2.0,0.0,6562.0,1.0
8.3,3.0,1.4319848581159933,2.9,3.0,0.0,3637.0,2.0
5.6,1.0,0.29141485536464806,5.2,4.0,0.0,1097.0,4.0
8.2,3.0,0.01283644678045217,3.5,5.0,0.0,33.0,3.0
6.0,1.0,0.0008538656394979269,8.8,4.0,0.0,3.0,2.0
8.2,3.0,3.0177319431135734,3.4,5.0,0.0,7758.0,3.0
7.6,2.0,2.132121476618313,2.6,3.0,0.0,5914.0,2.0
6.2,1.0,0.01941121220458621,3.8,4.0,0.0,66.0,2.0
8.2,3.0,0.6923901596728745,0.8,3.0,0.0,1780.0,2.0
7.1,2.0,2.5095158581824046,3.2,3.0,0.0,7451.0,1.0
5.0,1.0,0.5903532157528724,2.4,3.0,1.0,2489.0,2.0
8.5,3.0,0.255234670739922,1.9,4.0,0.0,633.0,2.0
6.9,1.0,0.9384125689022136,2.7,5.0,0.0,2867.0,3.0
9.7,6.0,0.0013804161171883152,3.4,5.0,0.0,3.0,4.0
7.3,2.0,0.0010388698613891445,1.2,5.0,0.0,3.0,4.0
7.6,2.0,0.031365331157557186,1.4,5.0,0.0,87.0,3.0
7.4,2.0,0.7684126637761735,4.8,5.0,0.0,2189.0,4.0
6.2,1.0,0.004999857689060085,9.9,1.0,0.0,17.0,1.0
5.8,1.0,0.0013756724191911047,2.5,4.0,0.0,5.0,2.0
7.2,2.0,1.2606472301547396,8.1,4.0,0.0,3691.0,2.0
8.3,3.0,2.0221815318349576,350.0,4.0,0.0,5136.0,1.0
8.0,3.0,0.8747379106856542,6.8,4.0,0.0,2305.0,3.0
7.6,2.0,0.0688595201275106,8.6,5.0,0.0,191.0,4.0
7.6,2.0,0.7066212536645068,2.5,4.0,1.0,1960.0,2.0
7.1,2.0,0.057930039941937135,13.6,2.0,0.0,172.0,1.0
8.3,3.0,3.6892213694107387,4.1,2.0,1.0,9370.0,1.0
7.4,2.0,0.15972031156608446,200.0,3.0,0.0,455.0,2.0
8.1,3.0,0.669345274802425,4.4,3.0,1.0,1742.0,2.0
8.0,3.0,0.02049277534795025,3.8,5.0,0.0,54.0,3.0
8.3,3.0,1.0126656736525528,1.9,2.0,0.0,2572.0,1.0
8.9,4.0,0.060373044410500655,9.8,3.0,0.0,143.0,2.0
8.2,3.0,0.09802377541436202,1.1,1.0,0.0,252.0,1.0
7.8,2.0,0.0074001688756487015,1.5,4.0,0.0,20.0,4.0
6.1,1.0,0.43144407654431094,3.3,2.0,0.0,1491.0,1.0
7.9,2.0,0.01161731639516902,5.4,4.0,0.0,31.0,2.0
7.4,2.0,0.19657884500441167,5.1,2.0,0.0,560.0,1.0
7.8,2.0,0.35372807225600794,3.5,2.0,0.0,956.0,1.0
7.8,2.0,0.7851579177063273,2.2,2.0,0.0,2122.0,1.0
6.2,1.0,0.01941121220458621,3.8,4.0,0.0,66.0,2.0
5.6,1.0,0.29141485536464806,5.2,4.0,0.0,1097.0,4.0
8.3,3.0,0.07244575581340192,5.8,2.0,0.0,184.0,1.0
8.2,3.0,0.4492756373158259,3.9,1.0,0.0,1155.0,1.0
9.2,5.0,0.20948170355682477,5.0,2.0,0.0,480.0,1.0
5.8,1.0,2.2087796362532375,4.0,2.0,0.0,8028.0,1.0
9.2,5.0,0.20948170355682477,5.0,3.0,0.0,480.0,2.0
7.9,2.0,3.951011830782806,4.7,3.0,0.0,10543.0,2.0
8.2,3.0,4.807832794132994,1.7,2.0,1.0,12360.0,1.0
8.4,3.0,2.680511939887859,5.2,2.0,0.0,6727.0,2.0
4.7,1.0,0.03767919319184464,2.7,5.0,0.0,169.0,5.0
8.7,4.0,0.6248304127965997,1.7,3.0,0.0,1514.0,2.0
8.5,3.0,0.02177357380719714,11.1,5.0,0.0,54.0,5.0
7.8,2.0,0.05513125812358283,2.2,5.0,0.0,149.0,3.0
7.1,2.0,0.0026944204624156807,4.9,3.0,0.0,8.0,2.0
7.6,2.0,1.9925998311243516,3.2,1.0,0.0,5527.0,2.0
8.5,3.0,0.19999430756240336,2.7,5.0,0.0,496.0,4.0
7.4,2.0,0.38789218523191943,10.5,4.0,0.0,1105.0,3.0
7.1,2.0,0.6682162746790888,13.6,3.0,0.0,1984.0,3.0
7.9,2.0,2.8406212346897153,3.6,3.0,0.0,7580.0,3.0
8.3,3.0,1.5229357798165142,1.6,3.0,0.0,3868.0,2.0
8.2,3.0,0.0015559329430851114,5.1,5.0,0.0,4.0,2.0
6.7,1.0,0.05561985901729553,6.6,4.0,0.0,175.0,2.0
7.4,2.0,0.1811333643254936,150.0,5.0,0.0,516.0,3.0
8.2,3.0,5.792349363870098,0.9,2.0,1.0,14891.0,1.0
8.1,3.0,0.4330379590713737,3.5,1.0,0.0,1127.0,1.0
6.8,1.0,0.3351517508989308,6.6,4.0,0.0,1039.0,2.0
8.3,3.0,2.3288948132406104,11.7,2.0,0.0,5915.0,1.0
9.1,5.0,0.7165830194586492,1.1,2.0,0.0,1660.0,1.0
7.4,2.0,7.435945845943665,2.6,2.0,1.0,21183.0,1.0
8.9,4.0,0.006332836826276293,2.8,5.0,0.0,15.0,3.0
8.3,3.0,0.5476741648719677,4.4,5.0,0.0,1391.0,6.0
6.8,1.0,0.3351517508989308,6.6,3.0,0.0,1039.0,2.0
8.6,4.0,1.9847158050529872,14.0,3.0,0.0,4865.0,2.0
7.3,2.0,1.6192518239518798,1.5,5.0,0.0,4676.0,2.0
8.4,3.0,1.7967040786315382,1.4,2.0,0.0,4509.0,1.0
8.3,3.0,0.5945276699904178,2.7,2.0,0.0,1510.0,2.0
8.3,3.0,0.30474464673681023,1.7,4.0,0.0,774.0,2.0
8.2,3.0,0.12564158515412274,8.4,4.0,0.0,323.0,2.0
8.2,3.0,0.03773137386981395,3.1,4.0,0.0,97.0,2.0
9.1,5.0,0.37599024695691774,1.2,5.0,0.0,871.0,3.0
9.1,5.0,0.7200364316006186,4.9,3.0,0.0,1668.0,1.0
5.7,1.0,5.6508970332912725,7.2,2.0,1.0,20899.0,1.0
7.4,2.0,0.7870174473212338,2.7,3.0,0.0,2242.0,2.0
8.3,3.0,0.9969165963018133,3.4,1.0,0.0,2532.0,1.0
7.0,2.0,1.2751060216502377,3.3,4.0,0.0,3840.0,2.0
6.7,1.0,0.2806419172129826,2.3,2.0,0.0,883.0,1.0
7.6,2.0,0.2876957961348349,2.9,2.0,0.0,798.0,1.0
7.5,2.0,0.7908930485849549,3.7,3.0,0.0,2223.0,2.0
5.6,1.0,0.29141485536464806,5.2,2.0,0.0,1097.0,1.0
7.6,2.0,1.636044514862006,2.1,3.0,0.0,4538.0,1.0
8.3,3.0,2.4911103099532275,2.3,2.0,0.0,6327.0,1.0
8.0,3.0,1.6944489246036643,1.5,4.0,0.0,4465.0,1.0
6.9,1.0,0.05335237137462881,0.6,3.0,0.0,163.0,2.0
9.7,6.0,0.0013804161171883152,0.6,5.0,0.0,3.0,4.0
8.1,3.0,0.12795176607876438,5.0,4.0,0.0,333.0,3.0
9.2,5.0,0.20948170355682477,5.0,4.0,0.0,480.0,2.0
7.6,2.0,0.10923787747976814,300.0,4.0,0.0,303.0,4.0
8.2,3.0,1.0560894851190195,5.4,4.0,0.0,2715.0,1.0
8.2,3.0,0.03578645769095756,1.3,5.0,0.0,92.0,3.0
6.5,1.0,0.0012333614792747836,1.8,3.0,0.0,4.0,2.0
8.0,3.0,0.000758991679553713,8.3,5.0,0.0,2.0,6.0
7.9,2.0,0.007495042835592916,1.0,2.0,0.0,20.0,3.0
7.3,2.0,1.1829264821684393,8.2,3.0,0.0,3416.0,2.0
8.4,3.0,0.9507509273929586,2.7,4.0,0.0,2386.0,3.0
6.2,1.0,0.00999971537812017,3.7,3.0,0.0,34.0,2.0
6.2,1.0,0.01941121220458621,3.8,3.0,0.0,66.0,2.0
8.1,3.0,0.669345274802425,4.4,3.0,1.0,1742.0,2.0
8.5,3.0,0.18305930571236115,1.8,4.0,0.0,454.0,2.0
7.0,2.0,2.504055861787615,3.7,2.0,0.0,7541.0,1.0
8.7,4.0,1.296708822329535,1.1,3.0,0.0,3142.0,2.0
9.1,5.0,0.03237573883096306,5.3,4.0,0.0,75.0,2.0
7.6,2.0,1.636044514862006,2.1,4.0,0.0,4538.0,5.0
8.2,3.0,0.0015559329430851114,5.1,5.0,0.0,4.0,2.0
7.9,2.0,3.951011830782806,4.7,2.0,0.0,10543.0,1.0
8.2,3.0,1.674572829995351,4.2,2.0,0.0,4305.0,2.0
8.7,4.0,0.2653672096619641,6.0,2.0,0.0,643.0,1.0
8.9,4.0,1.1964839710444675,1.1,4.0,0.0,2834.0,2.0
8.0,3.0,0.8295779057522082,3.0,3.0,0.0,2186.0,2.0
8.8,4.0,0.002087227118772711,400.0,4.0,0.0,5.0,4.0
8.8,4.0,1.9745168543589844,1.4,5.0,0.0,4730.0,4.0
7.9,2.0,0.5816153240420103,2.6,2.0,0.0,1552.0,2.0
8.2,3.0,0.5784180715918902,4.1,4.0,0.0,1487.0,2.0
8.3,3.0,4.109328007741716,2.1,2.0,0.0,10437.0,1.0
7.9,2.0,2.443383964403291,5.0,5.0,1.0,6520.0,3.0
5.0,1.0,0.0004743697997210706,4.0,4.0,0.0,2.0,2.0
7.6,2.0,0.17990000284621882,4.1,2.0,0.0,499.0,1.0
8.9,4.0,0.060373044410500655,9.8,5.0,0.0,143.0,2.0
8.0,3.0,1.787804901188771,2.7,2.0,0.0,4711.0,1.0
8.8,4.0,0.007931463051336301,1.4,5.0,0.0,19.0,3.0
7.6,2.0,1.4644364961149114,5.5,2.0,0.0,4062.0,1.0
7.9,2.0,0.7161513429409031,3.4,3.0,0.0,1911.0,1.0
8.2,3.0,0.04201018946329801,4.3,4.0,0.0,108.0,2.0
6.8,1.0,0.03257971784484313,26.3,3.0,0.0,101.0,2.0
8.4,3.0,0.4319421648340181,0.6,3.0,0.0,1084.0,1.0
8.8,4.0,1.9745168543589844,1.4,2.0,0.0,4730.0,1.0
9.1,5.0,0.37599024695691774,1.2,5.0,0.0,871.0,4.0
6.0,1.0,0.01081563143364041,6.4,4.0,0.0,38.0,3.0
8.0,3.0,1.798051288862746,3.1,3.0,1.0,4738.0,3.0
7.9,2.0,1.1362484938758861,5.4,3.0,0.0,3032.0,2.0
8.1,3.0,1.1231321689135982,2.9,1.0,0.0,2923.0,1.0
7.0,2.0,0.0006641177196094988,3.8,4.0,0.0,2.0,2.0
7.1,2.0,0.6682162746790888,13.6,5.0,0.0,1984.0,2.0
8.0,3.0,2.5141599385216744,2.3,1.0,0.0,6625.0,1.0
8.2,3.0,0.4372171570069163,450.0,2.0,0.0,1124.0,1.0
6.0,1.0,0.00028462187983264233,4.1,4.0,0.0,1.0,3.0
8.9,4.0,0.08317125698509531,350.0,4.0,0.0,197.0,2.0
5.7,1.0,0.37638397389068623,4.8,3.0,0.0,1392.0,2.0
8.9,4.0,0.060373044410500655,9.8,3.0,0.0,143.0,2.0
8.9,4.0,4.716696868210582,0.7,1.0,0.0,11172.0,1.0
8.2,3.0,0.3166323539178202,4.7,2.0,0.0,814.0,1.0
8.4,3.0,3.6555695758185256,1.0,3.0,0.0,9174.0,2.0
8.0,3.0,1.0253977590770662,0.9,3.0,0.0,2702.0,2.0
7.3,2.0,0.05679155242260657,5.3,5.0,0.0,164.0,3.0
9.2,5.0,0.5084295513410434,0.6,4.0,0.0,1165.0,1.0
7.6,2.0,2.132121476618313,2.6,3.0,0.0,5914.0,2.0
8.3,3.0,0.6772103260818004,5.3,1.0,0.0,1720.0,1.0
7.9,2.0,1.1362484938758861,5.4,3.0,0.0,3032.0,2.0
8.9,4.0,0.8912412360179502,5.1,2.0,0.0,2111.0,1.0
8.4,3.0,0.04183941633539843,5.6,5.0,0.0,105.0,2.0
8.0,3.0,0.000758991679553713,1.7,5.0,0.0,2.0,4.0
8.0,3.0,0.000758991679553713,1.7,4.0,0.0,2.0,2.0
8.1,3.0,0.3116182651347685,6.9,3.0,0.0,811.0,2.0
7.9,2.0,4.249314535639404,4.9,3.0,0.0,11339.0,1.0
8.3,3.0,0.5945276699904178,2.7,2.0,0.0,1510.0,2.0
8.6,4.0,4.522622695748698,2.1,1.0,0.0,11086.0,1.0
4.9,1.0,0.28032408944716947,3.8,2.0,0.0,1206.0,1.0
8.8,4.0,0.0505108962742996,2.4,5.0,0.0,121.0,6.0
6.4,1.0,0.06861284783165565,4.0,4.0,0.0,226.0,2.0
7.0,2.0,0.710273901122359,0.8,1.0,0.0,2139.0,1.0
9.0,5.0,0.7940950447330721,0.8,3.0,0.0,1860.0,1.0
8.2,3.0,0.0015559329430851114,2.5,5.0,0.0,4.0,3.0
8.3,3.0,9.892389210933278,1.0,2.0,0.0,25125.0,2.0
7.8,2.0,0.11544263446011974,8.3,3.0,0.0,312.0,2.0
8.6,4.0,2.0422378869671642,10.8,3.0,0.0,5006.0,1.0
7.1,2.0,2.5095158581824046,3.2,4.0,0.0,7451.0,1.0
8.3,3.0,0.48585903627031496,2.4,3.0,0.0,1234.0,2.0
8.4,3.0,0.9507509273929586,2.7,3.0,0.0,2386.0,3.0
8.3,3.0,1.3823752644611635,4.0,3.0,0.0,3511.0,2.0
8.9,4.0,0.060373044410500655,9.8,3.0,0.0,143.0,2.0
8.4,3.0,0.4048461618739505,2.4,5.0,0.0,1016.0,4.0
7.4,2.0,0.06388812462643378,2.3,5.0,0.0,182.0,3.0
8.9,4.0,0.9824340863163289,150.0,2.0,0.0,2327.0,1.0
8.7,4.0,0.8790546758631158,200.0,5.0,0.0,2130.0,4.0
7.9,2.0,0.003747521417796458,56.5,5.0,0.0,10.0,4.0
8.3,3.0,2.0221815318349576,350.0,4.0,0.0,5136.0,1.0
8.7,4.0,0.03631775186664516,3.5,5.0,0.0,88.0,3.0
9.0,5.0,0.31891881635247576,7.2,3.0,0.0,747.0,2.0
7.1,2.0,0.5328216464427009,3.6,2.0,0.0,1582.0,1.0
5.8,1.0,0.003301613806058651,2.7,5.0,0.0,12.0,3.0
7.4,2.0,0.4760016318321111,4.6,3.0,0.0,1356.0,2.0
7.0,2.0,1.4334980977771032,6.0,2.0,0.0,4317.0,1.0
8.5,3.0,0.42095576027247805,7.6,5.0,0.0,1044.0,3.0
9.2,5.0,0.009164824530611083,4.0,3.0,0.0,21.0,3.0
8.0,3.0,0.06375530108251189,5.8,5.0,1.0,168.0,4.0
8.9,4.0,0.49353908332779906,2.6,2.0,0.0,1169.0,1.0
8.2,3.0,0.806362247753859,2.7,4.0,0.0,2073.0,2.0
8.5,3.0,4.181332599641377,11.3,3.0,0.0,10370.0,1.0
8.8,4.0,0.0033395633900363372,5.1,5.0,0.0,8.0,2.0
8.7,4.0,3.498059827519141,500.0,3.0,0.0,8476.0,1.0
6.1,1.0,0.43144407654431094,3.3,5.0,0.0,1491.0,1.0
8.7,4.0,0.6116239575723651,8.7,2.0,0.0,1482.0,2.0
8.6,4.0,2.0422378869671642,10.8,4.0,0.0,5006.0,1.0
8.3,3.0,1.5819948198817875,350.0,4.0,0.0,4018.0,1.0
8.2,3.0,0.09180004364202157,10.1,5.0,0.0,236.0,5.0
7.8,2.0,0.7929280950257583,3.8,3.0,0.0,2143.0,3.0
7.9,2.0,0.04646926558067608,4.5,4.0,0.0,124.0,3.0
8.9,4.0,0.08908190468961985,1.9,4.0,0.0,211.0,2.0
8.2,3.0,0.0015559329430851114,2.5,5.0,0.0,4.0,3.0
3.7,1.0,0.9358557156817169,10.4,4.0,1.0,5332.0,1.0
7.3,2.0,0.6143183780347808,500.0,3.0,0.0,1774.0,3.0
8.1,3.0,0.5948028044742559,4.0,1.0,0.0,1548.0,1.0
8.9,4.0,2.811779550866674,1.1,2.0,0.0,6660.0,1.0
8.0,3.0,0.000758991679553713,8.3,4.0,0.0,2.0,6.0
7.4,2.0,0.15972031156608446,200.0,4.0,0.0,455.0,2.0
7.9,2.0,0.6558162481143802,4.1,4.0,0.0,1750.0,2.0
8.3,3.0,0.5476741648719677,4.4,4.0,0.0,1391.0,3.0
6.9,1.0,0.00523704258892062,9.9,2.0,0.0,16.0,1.0
7.8,2.0,1.5662457425310476,4.0,2.0,1.0,4233.0,1.0
5.1,1.0,0.18967202072047284,4.3,3.0,0.0,784.0,1.0
6.0,1.0,0.01081563143364041,6.4,3.0,0.0,38.0,3.0
5.0,1.0,0.5602307334705844,3.3,5.0,0.0,2362.0,3.0
7.3,2.0,1.1479511968350047,4.7,3.0,0.0,3315.0,4.0
6.7,1.0,0.5342684743318502,3.2,4.0,0.0,1681.0,3.0
9.2,5.0,0.1566748574518752,6.7,4.0,0.0,359.0,4.0
7.3,2.0,0.05298236293084637,5.5,4.0,0.0,153.0,3.0
7.8,2.0,5.525706099446886,3.8,3.0,1.0,14934.0,2.0
7.4,2.0,0.7684126637761735,4.8,3.0,0.0,2189.0,2.0
8.2,3.0,4.807832794132994,1.7,2.0,1.0,12360.0,1.0
8.4,3.0,2.0680625788639797,1.1,3.0,1.0,5190.0,2.0
1.0,1.0,4.743697997210706e-05,3.4,4.0,0.0,1.0,4.0
8.3,3.0,4.109328007741716,2.1,2.0,0.0,10437.0,1.0
4.5,1.0,0.00853865639497927,3.8,4.0,0.0,40.0,2.0
8.8,4.0,0.002087227118772711,400.0,5.0,0.0,5.0,4.0
7.3,2.0,0.7112795650977676,4.3,5.0,0.0,2054.0,4.0
9.2,5.0,0.20948170355682477,5.0,4.0,0.0,480.0,2.0
8.8,4.0,0.013775698983899892,250.0,3.0,0.0,33.0,2.0
5.6,1.0,0.004250353405500792,2.1,5.0,0.0,16.0,3.0
6.6,1.0,0.004383176949422692,1.3,5.0,0.0,14.0,3.0
7.9,2.0,0.003747521417796458,56.5,4.0,0.0,10.0,4.0
8.3,3.0,4.194373025435709,2.4,2.0,1.0,10653.0,1.0
8.4,3.0,0.4319421648340181,0.6,4.0,0.0,1084.0,1.0
8.1,3.0,1.1531028528599756,3.7,3.0,0.0,3001.0,1.0
6.8,1.0,0.5493392028689885,5.7,5.0,0.0,1703.0,4.0
7.6,2.0,0.0068498999079722594,4.1,5.0,0.0,19.0,4.0
8.2,3.0,5.792349363870098,0.9,2.0,1.0,14891.0,1.0
8.6,4.0,0.6878172348035635,2.3,2.0,0.0,1686.0,1.0
6.2,1.0,0.00999971537812017,3.7,3.0,0.0,34.0,2.0
7.2,2.0,0.27221236587193914,7.1,4.0,0.0,797.0,2.0
8.7,4.0,1.2909309981689325,0.7,2.0,0.0,3128.0,1.0
6.1,1.0,0.0031830213561283836,5.4,5.0,0.0,11.0,3.0
8.1,3.0,1.1531028528599756,3.7,2.0,0.0,3001.0,1.0
7.3,2.0,0.015929337874633548,5.7,4.0,0.0,46.0,2.0
8.7,4.0,0.352447273796761,2.6,2.0,0.0,854.0,1.0
7.8,2.0,1.8171114674155386,3.0,4.0,0.0,4911.0,4.0
10.0,6.0,0.0004743697997210706,6.3,5.0,0.0,1.0,3.0
6.9,1.0,0.7623170118497578,5.8,4.0,0.0,2329.0,2.0
8.1,3.0,1.7425263038053946,2.3,3.0,0.0,4535.0,2.0
8.1,3.0,1.1531028528599756,3.7,2.0,0.0,3001.0,1.0
6.2,1.0,0.5346906634536019,6.4,5.0,0.0,1818.0,6.0
8.9,4.0,1.1158458487898828,12.0,4.0,0.0,2643.0,4.0
7.8,2.0,0.11544263446011974,8.3,5.0,0.0,312.0,3.0
8.9,4.0,0.007599404191531551,2.8,5.0,0.0,18.0,3.0
8.1,3.0,0.0034581558399666046,4.9,4.0,0.0,9.0,5.0
8.9,4.0,4.716696868210582,0.7,4.0,0.0,11172.0,2.0
8.1,3.0,0.3116182651347685,6.9,4.0,0.0,811.0,2.0
6.4,1.0,4.810185668339612,5.1,2.0,0.0,15844.0,2.0
7.3,2.0,3.844857357001224,2.7,5.0,0.0,11103.0,6.0
8.5,3.0,5.5937923968008505,0.6,1.0,0.0,13873.0,1.0
7.9,2.0,0.0801969583408442,2.2,4.0,0.0,214.0,3.0
7.7,2.0,0.06099921254613246,11.3,5.0,0.0,167.0,3.0
6.9,1.0,0.05335237137462881,0.6,5.0,0.0,163.0,3.0
5.6,1.0,0.29141485536464806,5.2,4.0,0.0,1097.0,4.0
8.2,3.0,5.792349363870098,0.9,2.0,1.0,14891.0,1.0
9.0,5.0,0.5315313605874595,5.3,2.0,0.0,1245.0,1.0
7.0,2.0,0.03984706317656993,0.9,5.0,0.0,120.0,9.0
9.2,5.0,0.5084295513410434,0.6,4.0,0.0,1165.0,1.0
8.5,3.0,0.19999430756240336,2.7,5.0,0.0,496.0,4.0
7.9,2.0,4.249314535639404,4.9,3.0,0.0,11339.0,1.0
8.0,3.0,0.2015122909215108,1.7,5.0,0.0,531.0,3.0
6.9,1.0,0.005564357750728158,6.1,3.0,0.0,17.0,2.0
8.1,3.0,0.5709799531322638,2.6,3.0,0.0,1486.0,2.0
8.0,3.0,0.2015122909215108,1.7,5.0,0.0,531.0,3.0
9.2,5.0,0.5084295513410434,0.6,4.0,0.0,1165.0,1.0
7.6,2.0,1.6598389040160149,3.2,4.0,0.0,4604.0,2.0
8.3,3.0,9.892389210933278,1.0,2.0,0.0,25125.0,1.0
8.3,3.0,2.0178505355635044,2.8,3.0,0.0,5125.0,2.0
7.3,2.0,0.8130888115139038,7.9,2.0,0.0,2348.0,1.0
8.6,4.0,2.0422378869671642,10.8,3.0,0.0,5006.0,1.0
8.4,3.0,2.0680625788639797,1.1,2.0,1.0,5190.0,1.0
6.1,1.0,0.0031830213561283836,5.4,5.0,0.0,11.0,3.0
8.1,3.0,2.287762207906796,6.3,2.0,0.0,5954.0,1.0
8.7,4.0,0.5167025606481789,3.4,2.0,0.0,1252.0,1.0
7.4,2.0,0.7870174473212338,2.7,3.0,0.0,2242.0,2.0
7.4,2.0,0.15972031156608446,200.0,4.0,0.0,455.0,2.0
6.9,1.0,0.05335237137462881,0.6,3.0,0.0,163.0,2.0
6.9,1.0,0.8087957648264282,4.7,1.0,0.0,2471.0,1.0
8.4,3.0,1.6576378281453092,400.0,2.0,0.0,4160.0,1.0
7.0,2.0,1.221644545221673,1.8,2.0,0.0,3679.0,1.0
7.7,2.0,0.06099921254613246,11.3,4.0,0.0,167.0,3.0
7.4,2.0,2.6492509700862406,2.2,3.0,0.0,7547.0,1.0
7.7,2.0,0.6078005369866133,4.4,2.0,0.0,1664.0,2.0
1.0,1.0,4.743697997210706e-05,3.4,3.0,0.0,1.0,4.0
7.5,2.0,0.0028462187983264234,1.0,4.0,0.0,8.0,2.0
7.9,2.0,2.8406212346897153,3.6,2.0,0.0,7580.0,2.0
9.7,6.0,0.004141248351564946,4.5,3.0,0.0,9.0,2.0
8.3,3.0,0.9969165963018133,3.4,2.0,0.0,2532.0,1.0
8.0,3.0,5.861692741193325,2.1,2.0,1.0,15446.0,1.0
8.0,3.0,0.6990313368689697,0.8,3.0,0.0,1842.0,1.0
7.8,2.0,2.118298340654441,4.0,3.0,1.0,5725.0,2.0
7.3,2.0,1.0759228864453574,5.2,5.0,0.0,3107.0,4.0
1.0,1.0,4.743697997210706e-05,3.4,3.0,0.0,1.0,4.0
8.3,3.0,2.684036507499787,4.3,2.0,0.0,6817.0,1.0
7.8,2.0,0.0022200506626946104,3.7,3.0,0.0,6.0,2.0
8.3,3.0,2.2887346659962247,2.8,2.0,0.0,5813.0,1.0
8.4,3.0,4.743394400538885,3.4,2.0,1.0,11904.0,1.0
8.4,3.0,1.71222830469721,4.2,2.0,0.0,4297.0,1.0
7.7,2.0,0.5646992969839568,4.9,2.0,0.0,1546.0,2.0
7.7,2.0,1.0366213485384668,2.9,5.0,0.0,2838.0,4.0
7.5,2.0,0.0028462187983264234,1.0,3.0,0.0,8.0,2.0
6.0,1.0,0.00028462187983264233,4.1,3.0,0.0,1.0,3.0
9.1,5.0,0.024173884993785755,57.1,5.0,0.0,56.0,7.0
8.4,3.0,0.6682352494710778,10.9,2.0,0.0,1677.0,1.0
9.2,5.0,0.20948170355682477,5.0,5.0,0.0,480.0,3.0
7.5,2.0,1.3580021441514947,5.9,4.0,0.0,3817.0,3.0
7.6,2.0,0.012618236672580479,10.1,5.0,0.0,35.0,3.0
7.8,2.0,0.738166845345958,2.8,2.0,0.0,1995.0,1.0
6.7,1.0,0.001906966594878704,4.9,5.0,0.0,6.0,3.0
8.1,3.0,2.710809938996044,0.6,2.0,0.0,7055.0,1.0
5.0,1.0,0.0004743697997210706,4.9,5.0,0.0,2.0,4.0
9.3,5.0,4.134147035663122,300.0,2.0,0.0,9371.0,1.0
8.1,3.0,2.10486418792634,2.6,3.0,1.0,5478.0,2.0
8.6,4.0,0.09138259821826704,2.7,5.0,0.0,224.0,3.0
7.7,2.0,0.4679041393508724,2.5,4.0,0.0,1281.0,2.0
6.3,1.0,0.2611974991224159,7.1,5.0,0.0,874.0,4.0
